Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Mon, Dec 26, 2011,8:30p,,Box Score,@,San Antonio Spurs,L,,82,95,0,1,L 1,
Wed, Dec 28, 2011,8:00p,,Box Score,,Oklahoma City Thunder,L,,95,98,0,2,L 2,
Fri, Dec 30, 2011,8:00p,,Box Score,,Houston Rockets,W,,113,93,1,2,W 1,
Sun, Jan 1, 2012,8:00p,,Box Score,@,Chicago Bulls,L,,64,104,1,3,L 1,
Tue, Jan 3, 2012,8:00p,,Box Score,,Sacramento Kings,W,,113,96,2,3,W 1,
Wed, Jan 4, 2012,8:00p,,Box Score,@,Minnesota Timberwolves,W,,90,86,3,3,W 2,
Fri, Jan 6, 2012,9:00p,,Box Score,@,Utah Jazz,L,,85,94,3,4,L 1,
Sun, Jan 8, 2012,9:30p,,Box Score,@,Los Angeles Lakers,L,,82,90,3,5,L 2,
Tue, Jan 10, 2012,8:00p,,Box Score,,Oklahoma City Thunder,L,,95,100,3,6,L 3,
Thu, Jan 12, 2012,8:00p,,Box Score,,New York Knicks,W,,94,83,4,6,W 1,
Sat, Jan 14, 2012,8:00p,,Box Score,,New Orleans Hornets,W,,108,99,5,6,W 2,
Mon, Jan 16, 2012,1:00p,,Box Score,,Chicago Bulls,W,,102,86,6,6,W 3,
Wed, Jan 18, 2012,8:00p,,Box Score,@,New Orleans Hornets,W,,93,87,7,6,W 4,
Fri, Jan 20, 2012,7:30p,,Box Score,@,Detroit Pistons,W,,98,81,8,6,W 5,
Sat, Jan 21, 2012,8:00p,,Box Score,,Sacramento Kings,W,,128,95,9,6,W 6,
Mon, Jan 23, 2012,10:30p,,Box Score,@,Golden State Warriors,W,,91,90,10,6,W 7,
Tue, Jan 24, 2012,10:00p,,Box Score,@,Portland Trail Blazers,L,,84,97,10,7,L 1,
Thu, Jan 26, 2012,10:30p,,Box Score,@,Los Angeles Clippers,L,,91,98,10,8,L 2,
Sat, Jan 28, 2012,9:00p,,Box Score,@,Phoenix Suns,L,,84,86,10,9,L 3,
Mon, Jan 30, 2012,8:00p,,Box Score,,San Antonio Spurs,L,,73,83,10,10,L 4,
,,,,,,,,,,,,,
Tue, Jan 31, 2012,8:00p,,Box Score,,Denver Nuggets,W,OT,100,97,11,10,W 1,
Thu, Feb 2, 2012,7:30p,,Box Score,@,Atlanta Hawks,W,,96,77,12,10,W 2,
Fri, Feb 3, 2012,8:00p,,Box Score,@,Oklahoma City Thunder,L,,94,101,12,11,L 1,
Sun, Feb 5, 2012,12:00p,,Box Score,@,Boston Celtics,L,,80,98,12,12,L 2,
Mon, Feb 6, 2012,8:00p,,Box Score,,San Antonio Spurs,L,,84,89,12,13,L 3,
Wed, Feb 8, 2012,8:00p,,Box Score,,Minnesota Timberwolves,W,,85,80,13,13,W 1,
Fri, Feb 10, 2012,8:00p,,Box Score,,Indiana Pacers,W,,98,92,14,13,W 2,
Sun, Feb 12, 2012,9:30p,,Box Score,,Utah Jazz,L,,88,98,14,14,L 1,
Tue, Feb 14, 2012,8:00p,,Box Score,,Houston Rockets,W,,93,83,15,14,W 1,
Wed, Feb 15, 2012,7:30p,,Box Score,@,New Jersey Nets,W,,105,100,16,14,W 2,
Fri, Feb 17, 2012,8:00p,,Box Score,,Denver Nuggets,W,,103,102,17,14,W 3,
Sat, Feb 18, 2012,8:00p,,Box Score,,Golden State Warriors,W,,104,103,18,14,W 4,
Mon, Feb 20, 2012,8:00p,,Box Score,@,Houston Rockets,L,,93,97,18,15,L 1,
Tue, Feb 21, 2012,8:00p,,Box Score,,Philadelphia 76ers,W,,89,76,19,15,W 1,
Wed, Feb 29, 2012,8:00p,,Box Score,,Dallas Mavericks,W,,96,85,20,15,W 2,
Fri, Mar 2, 2012,7:00p,,Box Score,@,Toronto Raptors,W,,102,99,21,15,W 3,
Sat, Mar 3, 2012,8:00p,,Box Score,,Detroit Pistons,W,,100,83,22,15,W 4,
Wed, Mar 7, 2012,10:30p,,Box Score,@,Golden State Warriors,W,,110,92,23,15,W 5,
Sat, Mar 10, 2012,9:00p,,Box Score,@,Phoenix Suns,L,,91,98,23,16,L 1,
Sun, Mar 11, 2012,8:00p,,Box Score,@,Denver Nuggets,W,,94,91,24,16,W 1,
,,,,,,,,,,,,,
Tue, Mar 13, 2012,8:00p,,Box Score,,Los Angeles Lakers,L,2OT,111,116,24,17,L 1,
Fri, Mar 16, 2012,8:00p,,Box Score,,Toronto Raptors,L,OT,110,114,24,18,L 2,
Sun, Mar 18, 2012,6:00p,,Box Score,,Washington Wizards,W,,97,92,25,18,W 1,
Tue, Mar 20, 2012,10:00p,,Box Score,@,Sacramento Kings,L,,110,119,25,19,L 1,
Thu, Mar 22, 2012,10:00p,,Box Score,@,Portland Trail Blazers,L,,93,97,25,20,L 2,
Sat, Mar 24, 2012,3:00p,,Box Score,@,Los Angeles Clippers,L,,85,101,25,21,L 3,
Sun, Mar 25, 2012,10:30p,,Box Score,@,Los Angeles Lakers,W,,102,96,26,21,W 1,
Tue, Mar 27, 2012,8:00p,,Box Score,,Minnesota Timberwolves,W,,93,86,27,21,W 2,
Fri, Mar 30, 2012,8:00p,,Box Score,@,Houston Rockets,L,,89,98,27,22,L 1,
Sat, Mar 31, 2012,8:30p,,Box Score,@,Milwaukee Bucks,W,,99,95,28,22,W 1,
Mon, Apr 2, 2012,8:00p,,Box Score,@,Oklahoma City Thunder,W,,94,88,29,22,W 2,
Tue, Apr 3, 2012,8:00p,,Box Score,,Golden State Warriors,W,,98,94,30,22,W 3,
Wed, Apr 4, 2012,8:30p,,Box Score,@,Dallas Mavericks,L,,85,95,30,23,L 1,
Fri, Apr 6, 2012,7:30p,,Box Score,@,Miami Heat,W,,97,82,31,23,W 1,
Sat, Apr 7, 2012,8:00p,,Box Score,,Dallas Mavericks,W,,94,89,32,23,W 2,
Mon, Apr 9, 2012,8:00p,,Box Score,,Los Angeles Clippers,W,,94,85,33,23,W 3,
Wed, Apr 11, 2012,8:00p,,Box Score,,Phoenix Suns,W,,104,93,34,23,W 4,
Thu, Apr 12, 2012,8:30p,,Box Score,@,San Antonio Spurs,L,,97,107,34,24,L 1,
Sat, Apr 14, 2012,8:00p,,Box Score,,Utah Jazz,W,,103,98,35,24,W 1,
Sun, Apr 15, 2012,7:00p,,Box Score,@,New Orleans Hornets,L,,75,88,35,25,L 1,
,,,,,,,,,,,,,
Tue, Apr 17, 2012,8:00p,,Box Score,@,Minnesota Timberwolves,W,,91,84,36,25,W 1,
Wed, Apr 18, 2012,8:00p,,Box Score,,New Orleans Hornets,W,,103,91,37,25,W 2,
