Date,Start(ET), ,Score,Home_or_Away(@),Opponent,Win/Loss,OT,Points_Team,Points_Opponent,Win,Loss,Streak,Notes,
Wed, Nov 2, 2005,8:30p,,Box Score,@,Chicago Bulls,L,OT,105,109,0,1,L 1,
Fri, Nov 4, 2005,7:00p,,Box Score,@,Philadelphia 76ers,W,,110,93,1,1,W 1,
Sat, Nov 5, 2005,7:30p,,Box Score,,Boston Celtics,W,OT,107,105,2,1,W 2,
Mon, Nov 7, 2005,7:30p,,Box Score,,Utah Jazz,L,OT,91,95,2,2,L 1,
Wed, Nov 9, 2005,7:30p,,Box Score,,San Antonio Spurs,L,,86,94,2,3,L 2,
Fri, Nov 11, 2005,7:30p,,Box Score,,Dallas Mavericks,L,,88,98,2,4,L 3,
Sat, Nov 12, 2005,7:30p,,Box Score,@,Miami Heat,L,,99,108,2,5,L 4,
Tue, Nov 15, 2005,7:00p,,Box Score,@,Orlando Magic,L,,77,85,2,6,L 5,
Wed, Nov 16, 2005,7:30p,,Box Score,,Indiana Pacers,W,,122,90,3,6,W 1,
Fri, Nov 18, 2005,7:00p,,Box Score,@,Indiana Pacers,L,,85,93,3,7,L 1,
Sat, Nov 19, 2005,8:00p,,Box Score,@,Minnesota Timberwolves,L,,89,102,3,8,L 2,
Wed, Nov 23, 2005,7:30p,,Box Score,,New York Knicks,W,,108,95,4,8,W 1,
Fri, Nov 25, 2005,7:30p,,Box Score,@,Boston Celtics,L,,89,90,4,9,L 1,
Sat, Nov 26, 2005,7:30p,,Box Score,,Washington Wizards,W,,100,82,5,9,W 1,
Tue, Nov 29, 2005,10:00p,,Box Score,@,Sacramento Kings,L,,92,110,5,10,L 1,
Wed, Nov 30, 2005,10:00p,,Box Score,@,Seattle SuperSonics,L,,94,104,5,11,L 2,
Fri, Dec 2, 2005,10:30p,,Box Score,@,Golden State Warriors,L,,100,107,5,12,L 3,
Sun, Dec 4, 2005,9:30p,,Box Score,@,Los Angeles Lakers,L,,98,99,5,13,L 4,
Wed, Dec 7, 2005,7:30p,,Box Score,,New Jersey Nets,L,,84,97,5,14,L 5,
Fri, Dec 9, 2005,7:00p,,Box Score,@,Philadelphia 76ers,L,,115,119,5,15,L 6,
,,,,,,,,,,,,,
Sat, Dec 10, 2005,7:30p,,Box Score,,Toronto Raptors,L,,103,111,5,16,L 7,
Tue, Dec 13, 2005,7:30p,,Box Score,,Denver Nuggets,L,,85,101,5,17,L 8,
Wed, Dec 14, 2005,7:30p,,Box Score,@,New Jersey Nets,W,,91,83,6,17,W 1,
Sat, Dec 17, 2005,7:30p,,Box Score,,Detroit Pistons,L,,78,103,6,18,L 1,
Mon, Dec 19, 2005,7:30p,,Box Score,,Sacramento Kings,W,OT,106,103,7,18,W 1,
Tue, Dec 20, 2005,8:30p,,Box Score,@,Chicago Bulls,W,,105,92,8,18,W 2,
Fri, Dec 23, 2005,7:30p,,Box Score,,Los Angeles Clippers,L,,88,97,8,19,L 1,
Tue, Dec 27, 2005,7:00p,,Box Score,@,Atlanta Hawks,W,,93,90,9,19,W 1,
Wed, Dec 28, 2005,7:30p,,Box Score,,Chicago Bulls,W,,93,80,10,19,W 2,
Fri, Dec 30, 2005,7:30p,,Box Score,,Phoenix Suns,L,,100,110,10,20,L 1,
Mon, Jan 2, 2006,8:00p,,Box Score,@,New Orleans/Oklahoma City Hornets,L,,86,103,10,21,L 2,
Wed, Jan 4, 2006,7:30p,,Box Score,@,Boston Celtics,L,,106,109,10,22,L 3,
Sat, Jan 7, 2006,7:00p,,Box Score,@,Orlando Magic,L,,92,108,10,23,L 4,
Tue, Jan 10, 2006,7:30p,,Box Score,,Houston Rockets,W,2OT,111,106,11,23,W 1,
Wed, Jan 11, 2006,7:00p,,Box Score,@,Toronto Raptors,L,,86,95,11,24,L 1,
Fri, Jan 13, 2006,7:30p,,Box Score,,Milwaukee Bucks,L,,102,103,11,25,L 2,
Sat, Jan 14, 2006,7:30p,,Box Score,@,Detroit Pistons,L,,91,114,11,26,L 3,
Mon, Jan 16, 2006,1:00p,,Box Score,,New Orleans/Oklahoma City Hornets,L,,92,107,11,27,L 4,
Wed, Jan 18, 2006,7:00p,,Box Score,@,Indiana Pacers,L,,92,98,11,28,L 5,
Fri, Jan 20, 2006,7:30p,,Box Score,,Orlando Magic,L,,93,104,11,29,L 6,
,,,,,,,,,,,,,
Sat, Jan 21, 2006,8:30p,,Box Score,@,Milwaukee Bucks,L,,91,101,11,30,L 7,
Tue, Jan 24, 2006,8:30p,,Box Score,@,San Antonio Spurs,L,,76,104,11,31,L 8,
Wed, Jan 25, 2006,8:30p,,Box Score,@,Houston Rockets,L,,78,102,11,32,L 9,
Fri, Jan 27, 2006,7:30p,,Box Score,,Miami Heat,L,,85,91,11,33,L 10,
Sat, Jan 28, 2006,7:00p,,Box Score,@,Washington Wizards,L,,97,107,11,34,L 11,
Mon, Jan 30, 2006,7:30p,,Box Score,,Cleveland Cavaliers,L,,91,103,11,35,L 12,
Wed, Feb 1, 2006,7:30p,,Box Score,,Atlanta Hawks,L,,92,102,11,36,L 13,
Fri, Feb 3, 2006,7:30p,,Box Score,,Los Angeles Lakers,W,,112,102,12,36,W 1,
Mon, Feb 6, 2006,7:30p,,Box Score,,Seattle SuperSonics,W,,119,106,13,36,W 2,
Wed, Feb 8, 2006,7:30p,,Box Score,,Philadelphia 76ers,W,,100,92,14,36,W 3,
Fri, Feb 10, 2006,7:30p,,Box Score,,Toronto Raptors,L,,73,88,14,37,L 1,
Sat, Feb 11, 2006,8:30p,,Box Score,@,Milwaukee Bucks,L,,93,99,14,38,L 2,
Mon, Feb 13, 2006,7:30p,,Box Score,,Portland Trail Blazers,L,,83,91,14,39,L 3,
Wed, Feb 15, 2006,7:30p,,Box Score,,New Jersey Nets,L,,94,95,14,40,L 4,
Tue, Feb 21, 2006,9:00p,,Box Score,@,Denver Nuggets,L,,84,100,14,41,L 5,
Wed, Feb 22, 2006,10:00p,,Box Score,@,Portland Trail Blazers,W,,110,106,15,41,W 1,
Sat, Feb 25, 2006,9:00p,,Box Score,@,Phoenix Suns,L,,121,136,15,42,L 1,
Mon, Feb 27, 2006,10:30p,,Box Score,@,Los Angeles Clippers,L,,87,95,15,43,L 2,
Wed, Mar 1, 2006,9:00p,,Box Score,@,Utah Jazz,W,,104,89,16,43,W 1,
Fri, Mar 3, 2006,8:30p,,Box Score,@,Dallas Mavericks,L,,76,90,16,44,L 1,
,,,,,,,,,,,,,
Mon, Mar 6, 2006,7:30p,,Box Score,,Miami Heat,L,OT,105,106,16,45,L 2,
Wed, Mar 8, 2006,7:30p,,Box Score,,Golden State Warriors,W,,104,101,17,45,W 1,
Sat, Mar 11, 2006,7:30p,,Box Score,,New York Knicks,W,,116,109,18,45,W 2,
Sun, Mar 12, 2006,6:00p,,Box Score,@,Detroit Pistons,L,,78,94,18,46,L 1,
Tue, Mar 14, 2006,7:30p,,Box Score,,Washington Wizards,L,,114,119,18,47,L 2,
Wed, Mar 15, 2006,7:00p,,Box Score,@,Washington Wizards,L,,99,107,18,48,L 3,
Sat, Mar 18, 2006,7:30p,,Box Score,,Detroit Pistons,L,,103,108,18,49,L 4,
Tue, Mar 21, 2006,7:30p,,Box Score,,Orlando Magic,W,,108,102,19,49,W 1,
Wed, Mar 22, 2006,7:00p,,Box Score,@,Cleveland Cavaliers,L,OT,118,120,19,50,L 1,
Fri, Mar 24, 2006,7:30p,,Box Score,@,Miami Heat,L,,93,114,19,51,L 2,
Sun, Mar 26, 2006,4:00p,,Box Score,@,Memphis Grizzlies,L,,95,102,19,52,L 3,
Tue, Mar 28, 2006,7:30p,,Box Score,,Atlanta Hawks,W,,125,117,20,52,W 1,
Fri, Mar 31, 2006,7:30p,,Box Score,,Chicago Bulls,L,,107,113,20,53,L 1,
Sun, Apr 2, 2006,6:00p,,Box Score,,Cleveland Cavaliers,L,,97,101,20,54,L 2,
Tue, Apr 4, 2006,7:30p,,Box Score,,Minnesota Timberwolves,W,,97,92,21,54,W 1,
Thu, Apr 6, 2006,7:30p,,Box Score,@,New Jersey Nets,L,,102,113,21,55,L 1,
Sun, Apr 9, 2006,3:30p,,Box Score,@,Toronto Raptors,W,,94,88,22,55,W 1,
Wed, Apr 12, 2006,7:30p,,Box Score,,Memphis Grizzlies,L,,88,96,22,56,L 1,
Fri, Apr 14, 2006,7:00p,,Box Score,@,Atlanta Hawks,W,,116,110,23,56,W 1,
Sat, Apr 15, 2006,7:30p,,Box Score,,Indiana Pacers,W,OT,92,91,24,56,W 2,
,,,,,,,,,,,,,
Mon, Apr 17, 2006,7:30p,,Box Score,@,New York Knicks,W,,98,91,25,56,W 3,
Wed, Apr 19, 2006,7:30p,,Box Score,,Philadelphia 76ers,W,,96,86,26,56,W 4,
